Date,StartTime,Subject,trialnumber,Cond,TrialError,correct,RT,WaitStart,StimDur,DimmTime,RelTime,RTcalc,WaitRew,numRew
2014_57_23,12:04:38,Ingrid,2203,5,0,1,416,550,1999,916,1338,422,112,1
2014_57_23,12:04:43,Ingrid,2204,5,0,1,272,481,1833,969,1246,277,107,0
2014_57_23,12:04:48,Ingrid,2205,2,0,1,243,458,1499,675,924,249,118,0
2014_57_23,12:04:52,Ingrid,2206,4,0,1,532,526,1999,824,1362,538,112,0
2014_58_23,12:04:07,Ingrid,2209,5,0,1,511,590,2116,893,1410,517,117,0
2014_58_23,12:04:12,Ingrid,2210,5,0,1,156,553,1783,946,1108,162,123,0
2014_58_23,12:04:16,Ingrid,2211,5,0,1,538,688,2283,945,1488,543,108,0
2014_58_23,12:04:20,Ingrid,2212,5,5,0,NaN,458,1432,891,970,NaN,NaN,1
2014_58_23,12:04:25,Ingrid,2213,1,0,1,828,527,2050,573,1407,834,116,0
2014_58_23,12:04:28,Ingrid,2214,2,0,1,1136,543,2449,657,1798,1141,109,0
2014_58_23,12:04:32,Ingrid,2215,5,5,0,NaN,796,1732,886,924,NaN,NaN,0
2014_58_23,12:04:46,Ingrid,2218,5,1,0,NaN,1190,3348,892,NaN,NaN,NaN,0
2014_59_23,12:04:03,Ingrid,2222,3,1,0,NaN,679,2615,670,NaN,NaN,NaN,0
2014_59_23,12:04:32,Ingrid,2229,4,0,1,1220,944,3033,756,1982,1226,107,0
2014_59_23,12:04:36,Ingrid,2230,5,0,1,851,742,2466,758,1614,856,111,0
2014_59_23,12:04:41,Ingrid,2231,3,0,1,699,483,1932,633,1337,704,113,0
2014_59_23,12:04:46,Ingrid,2232,5,0,1,602,528,2000,755,1363,608,110,0
2014_59_23,12:04:51,Ingrid,2233,5,0,1,116,482,1517,801,923,122,113,0
2014_59_23,12:04:55,Ingrid,2234,4,0,1,739,503,2050,697,1441,744,107,0
2014_00_23,13:04:01,Ingrid,2235,5,0,1,430,207,1566,809,1245,436,115,0
2014_00_23,13:04:05,Ingrid,2236,3,0,1,431,484,1682,649,1085,436,114,0
2014_00_23,13:04:10,Ingrid,2237,5,0,1,501,505,1883,761,1268,507,111,0
2014_00_23,13:04:15,Ingrid,2238,2,0,1,588,481,1766,585,1179,594,107,0
2014_00_23,13:04:36,Ingrid,2243,3,0,1,707,409,1916,674,1387,713,121,0
2014_00_23,13:04:41,Ingrid,2244,2,0,1,660,435,1800,582,1248,666,117,0
2014_00_23,13:04:44,Ingrid,2245,2,0,1,597,458,1750,576,1178,602,115,0
2014_01_23,13:04:49,Ingrid,2258,2,0,1,534,1931,3149,568,1108,540,111,0
2014_02_23,13:04:18,Ingrid,2264,5,0,1,801,322,1916,677,1483,806,112,1
2014_02_23,13:04:21,Ingrid,2265,5,1,0,NaN,1021,2965,678,NaN,NaN,NaN,0
2014_03_23,13:04:16,Ingrid,2278,5,0,1,994,688,2450,645,1644,999,118,1
2014_03_23,13:04:21,Ingrid,2279,4,0,1,624,851,2216,615,1245,630,121,0
2014_03_23,13:04:36,Ingrid,2282,2,1,0,NaN,528,2349,555,NaN,NaN,NaN,0
2014_04_23,13:04:03,Ingrid,2287,4,0,1,613,528,1866,605,1224,619,115,0
